City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
420,nagqu,31.5,92.0,1.58,86,15,1.38,CN,1689805209
421,ploneour-lanvern,47.9,-4.2833,15.16,88,0,3.09,FR,1689805209
422,pathein,16.7833,94.7333,24.62,97,100,1.97,MM,1689805209
423,pacocha,-17.5833,-71.3333,17.9,78,0,1.23,PE,1689805209
424,mezhdurechenskiy,59.6,65.9333,15.44,98,89,2.29,RU,1689805210
425,barabinsk,55.3571,78.357,19.58,55,96,3.14,RU,1689805210
426,wajir,1.7471,40.0573,24.78,61,25,7.72,KE,1689805210
427,isfara,40.1265,70.6253,25.81,38,12,3.28,TJ,1689805210
428,noumea,-22.2763,166.4572,19.99,77,50,5.79,NC,1689804914
429,moranbah,-22.0016,148.0466,14.91,78,81,4.39,AU,1689805211
430,touros,-5.1989,-35.4608,24.95,77,5,7.2,BR,1689805009
431,qamdo,31.1667,97.2333,4.46,78,78,1.8,CN,1689805211
432,saint albans,51.75,-0.3333,18.51,81,65,1.03,GB,1689804916
433,otelu rosu,45.5333,22.3667,20.98,66,10,1.35,RO,1689805217
434,tadmur,34.5608,38.2805,28.91,25,0,4.3,SY,1689805217
435,tindouf,27.6711,-8.1474,37.25,9,20,2.06,DZ,1689805217
436,ceeldheer,3.8488,47.1806,24.25,85,50,8.85,SO,1689805217
437,kolonia town,6.964,158.206,31.0,74,75,1.54,FM,1689805218
438,aswan,24.0934,32.907,34.04,15,0,3.81,EG,1689805218
439,pyt-yakh,60.7499,72.8582,18.24,83,100,2.58,RU,1689805218
440,sorong,-0.8833,131.25,25.83,88,79,4.99,ID,1689805219
441,simpang,-1.2667,104.0833,22.97,99,100,1.47,ID,1689805219
442,sao francisco do sul,-26.2433,-48.6381,12.95,94,100,0.51,BR,1689805219
443,tashtagol,52.7657,87.8894,14.36,82,31,1.63,RU,1689805219
444,zhezqazghan,47.7833,67.7667,22.65,44,5,3.06,KZ,1689805220
445,yemva,62.59,50.8594,16.39,99,28,2.45,RU,1689805220
446,anshun,26.25,105.9333,17.78,98,97,0.95,CN,1689805220
447,muroto-misakicho,33.2833,134.15,26.3,84,98,4.69,JP,1689805220
448,isangel,-19.55,169.2667,22.19,84,100,3.46,VU,1689805221
449,arnprior,45.4334,-76.3494,26.9,59,77,1.62,CA,1689805221
450,kailua-kona,19.6406,-155.9956,30.98,74,75,4.63,US,1689805221
451,praia da vitoria,38.7333,-27.0667,22.64,88,20,1.63,PT,1689805222
452,mana,5.6592,-53.7767,25.69,87,13,4.87,GF,1689805222
453,lensk,60.7253,114.9278,12.57,98,100,2.28,RU,1689805222
454,marinette,45.1,-87.6307,23.25,73,40,3.09,US,1689805222
455,revda,56.801,59.9303,13.48,96,73,1.76,RU,1689805222
456,turinsk,58.0458,63.696,14.02,97,56,2.5,RU,1689805223
457,boyolangu,-8.1181,111.8935,20.91,93,24,1.5,ID,1689805223
458,velingara,13.15,-14.1167,26.54,82,17,2.67,SN,1689805223
459,sur,22.5667,59.5289,31.67,58,99,4.48,OM,1689805224
460,ourem,39.6417,-8.5919,18.11,85,6,3.85,PT,1689805224
461,tosontsengel,48.7567,98.2839,8.75,84,3,0.84,MN,1689805224
462,coeur d'alene,47.6777,-116.7805,33.3,23,0,3.6,US,1689804958
463,nizhnegorskiy,45.4479,34.7384,21.62,52,2,1.18,UA,1689805225
464,watampone,-4.5386,120.3279,23.67,89,5,1.99,ID,1689805225
465,cinisi,38.1562,13.1073,31.59,56,0,2.57,IT,1689805225
466,sinop,41.7711,34.8709,17.76,69,0,1.82,TR,1689805225
467,gyeongsan-si,35.8233,128.7378,24.86,88,75,0.51,KR,1689805226
468,ishikawa,26.4233,127.8214,28.98,78,20,1.54,JP,1689805226
469,tazacorte,28.629,-17.9293,22.86,93,40,6.69,ES,1689805226
470,ujae,8.9322,165.7642,28.42,79,95,3.93,MH,1689805226
471,terrace,54.5163,-128.6035,25.12,46,75,3.09,CA,1689805227
472,pangai,-19.8,-174.35,25.06,65,75,9.77,TO,1689805227
473,lorengau,-2.0226,147.2712,27.84,74,68,2.55,PG,1689805227
474,guira de melena,22.7906,-82.5053,29.29,55,13,4.13,CU,1689805227
475,marshall,34.3834,-86.3333,27.96,77,0,0.0,US,1689804665
476,huayin,34.5675,110.0921,23.89,83,22,2.49,CN,1689805228
477,qulsary,46.9531,54.0198,26.28,51,52,8.64,KZ,1689805228
478,dakhla,23.6848,-15.958,21.05,88,9,11.63,EH,1689805228
479,kodinsk,58.6881,99.1844,13.88,65,2,0.38,RU,1689805229
480,sao romao,40.4012,-7.7146,15.56,85,0,1.45,PT,1689805229
481,perelyub,51.8667,50.3667,15.04,84,12,3.78,RU,1689805229
482,dire dawa,9.5931,41.8661,23.39,59,91,9.65,ET,1689805229
483,alo,7.4178,6.7371,23.92,96,48,1.74,NG,1689805230
484,chengyang,27.0892,119.6453,25.57,98,100,1.03,CN,1689805230
485,oistins,13.0667,-59.5333,28.05,89,20,4.63,BB,1689804958
486,happy valley-goose bay,53.3168,-60.3315,20.17,88,75,1.54,CA,1689805230
487,antalaha,-14.9003,50.2788,22.25,81,99,3.54,MG,1689805230
488,miri,4.4148,114.0089,26.08,89,40,2.06,MY,1689805231
489,gadani,25.1185,66.7299,30.12,84,99,5.1,PK,1689805231
490,rio grande,-32.035,-52.0986,11.64,77,73,5.71,BR,1689805231
491,phan rang-thap cham,11.5667,108.9833,25.32,86,91,1.36,VN,1689805231
492,essaouira,31.5125,-9.77,24.72,86,0,4.63,MA,1689805232
493,kangding,30.0513,101.9603,14.36,92,100,1.21,CN,1689805232
494,new norfolk,-42.7826,147.0587,8.29,81,100,1.65,AU,1689805232
495,sittwe,20.15,92.9,26.72,88,93,2.66,MM,1689805232
496,port-vila,-17.7338,168.3219,22.34,90,100,5.56,VU,1689805233
497,miguelopolis,-20.1794,-48.0319,24.9,52,100,2.61,BR,1689805233
498,pirallahi,40.4723,50.333,25.08,63,0,3.45,AZ,1689805233
499,dalbandin,28.8947,64.4101,32.58,18,30,2.42,PK,1689805233
500,vilyuchinsk,52.9306,158.4028,14.15,91,86,2.22,RU,1689805234
501,strezhevoy,60.7333,77.5889,17.08,73,82,3.44,RU,1689805234
502,aripuana,-9.1667,-60.6333,28.46,39,49,1.1,BR,1689805234
503,pointe aux piments,-20.0628,57.5131,23.62,72,80,8.73,MU,1689805234
504,emmendingen,48.121,7.8536,23.0,52,86,1.66,DE,1689805235
505,bandon,51.7469,-8.7425,13.77,91,11,3.0,IE,1689805235
506,al bardiyah,31.7561,25.0865,26.59,68,0,2.92,LY,1689805235
507,port moresby,-9.4431,147.1797,24.68,73,20,1.54,PG,1689805113
508,cabedelo,-6.9811,-34.8339,25.37,79,6,7.55,BR,1689805236
509,ar rudayyif,34.3827,8.1555,34.87,15,82,3.15,TN,1689805236
510,kununurra,-15.7667,128.7333,12.99,88,94,0.0,AU,1689805236
511,howard springs,-12.497,131.047,18.95,67,72,2.47,AU,1689805236
512,saryaghash,41.45,69.1667,27.96,31,18,3.42,KZ,1689805237
513,kurchatov,51.6601,35.6521,12.23,82,75,2.79,RU,1689805237
514,klaksvik,62.2266,-6.589,7.51,86,100,10.4,FO,1689805237
515,constantia,44.1833,28.65,24.38,73,4,6.59,RO,1689805124
516,ola,59.5833,151.2833,17.06,72,10,1.49,RU,1689805238
517,fuxin,42.0156,121.6589,25.37,69,21,1.98,CN,1689805215
518,ulaangom,49.9811,92.0667,17.97,50,85,0.67,MN,1689805238
519,colonel hill,22.7667,-74.2167,29.22,81,86,7.18,BS,1689805238
520,hilo,19.7297,-155.09,27.85,94,100,6.69,US,1689805238
521,dwarka,22.2394,68.9678,28.19,81,100,5.55,IN,1689805239
522,tazovsky,67.4667,78.7,15.22,92,100,4.86,RU,1689805239
523,gadzhiyevo,69.2551,33.3362,11.43,96,100,6.38,RU,1689805239
524,paka,4.6374,103.4368,24.96,94,98,0.0,MY,1689805239
525,shingu,33.7333,135.9833,26.81,83,64,0.72,JP,1689805240
526,puke,42.0444,19.8997,21.9,58,0,0.19,AL,1689805240
527,mbekenyera,-10.0,38.9833,20.61,77,53,0.51,TZ,1689805240
528,ocean city,39.2776,-74.5746,27.79,78,70,2.24,US,1689805240
529,jorpeland,59.0225,6.0408,11.9,93,100,5.13,NO,1689805240
530,altamira,-3.2033,-52.2064,27.05,89,20,0.0,BR,1689805083
531,buellton,34.6136,-120.1927,33.27,40,0,5.66,US,1689805241
532,looe,50.3578,-4.4542,15.99,89,3,3.69,GB,1689805241
533,terenozek,45.05,64.9833,21.6,44,0,3.34,KZ,1689805241
534,porto de moz,-1.7483,-52.2383,26.89,68,60,1.33,BR,1689805241
535,laminusa,5.5549,120.9136,27.81,74,96,1.67,PH,1689805242
536,quellon,-43.1167,-73.6167,12.14,94,100,3.09,CL,1689805242
537,kone,-21.0595,164.8658,21.94,75,77,4.07,NC,1689805242
538,murun-kuren,49.6342,100.1625,12.46,87,0,0.72,MN,1689805242
539,kingsbridge,50.2845,-3.7764,15.9,81,2,4.02,GB,1689805243
540,marka,1.7159,44.7717,24.46,85,52,8.15,SO,1689805243
541,port alfred,-33.5906,26.891,11.86,70,81,5.1,ZA,1689805243
542,koch'ang,35.4333,126.7,23.02,87,76,0.72,KR,1689805244
543,ippy,6.2679,21.2247,22.24,92,100,0.46,CF,1689805244
544,yaren,-0.5472,166.916,28.08,73,98,0.47,NR,1689805244
545,dadukou,26.5479,101.7054,20.94,92,100,0.59,CN,1689805244
546,guarapari,-20.6667,-40.4975,21.61,88,45,3.66,BR,1689805244
547,saint-felicien,48.6501,-72.4491,20.28,72,75,4.63,CA,1689805245
548,aljezur,37.3191,-8.8033,17.08,92,2,5.66,PT,1689805245
549,brak,27.5496,14.2714,30.89,24,0,3.4,LY,1689805245
550,lampasas,31.2168,-98.2336,41.66,22,0,4.12,US,1689805245
551,hasaki,35.7333,140.8333,26.22,88,94,5.62,JP,1689805246
552,asuncion nochixtlan,17.4667,-97.2333,21.87,48,12,6.21,MX,1689805246
553,springbok,-29.6643,17.8865,5.03,56,0,4.2,ZA,1689805246
554,ad dawadimi,24.5077,44.3924,31.64,11,90,2.36,SA,1689805246
555,kikwit,-5.041,18.8162,25.13,27,10,0.45,CD,1689805246
556,macau,22.2006,113.5461,27.89,94,20,3.6,MO,1689805247
557,presidente medici,-11.1753,-61.9014,28.49,37,71,0.88,BR,1689805247
558,uyuni,-20.4597,-66.825,5.87,19,0,1.96,BO,1689805247
559,fuerte olimpo,-21.0415,-57.8738,20.69,50,0,1.68,PY,1689805247
560,axim,4.8699,-2.2405,24.99,90,94,3.84,GH,1689804987
561,kroya,-7.6331,109.2461,21.62,87,14,2.39,ID,1689805248
562,marovoay,-16.1,46.6333,20.93,67,5,2.8,MG,1689805248
563,lahad datu,5.0268,118.327,24.78,88,72,0.19,MY,1689805248
564,esteli,13.0919,-86.3538,26.86,68,24,4.73,NI,1689805248
565,takayama,36.1333,137.25,20.71,93,90,1.64,JP,1689805249
